date,province,max,min,rain,humidi,averageTemp
2012-01-22,Ho Chi Minh City,33.0,23.0,3.0,70.0,28.0
2012-01-23,Ho Chi Minh City,32.0,23.0,2.6,72.0,27.5
2012-01-24,Ho Chi Minh City,34.0,24.0,1.8,72.0,29.0
2012-01-25,Ho Chi Minh City,33.0,24.0,4.3,74.0,28.5
2012-01-26,Ho Chi Minh City,32.0,23.0,0.1,71.0,27.5
2012-01-27,Ho Chi Minh City,33.0,24.0,1.9,70.0,28.5
2012-01-28,Ho Chi Minh City,31.0,24.0,3.5,75.0,27.5
2012-01-29,Ho Chi Minh City,32.0,24.0,16.5,77.0,28.0
2012-01-30,Ho Chi Minh City,33.0,24.0,4.0,73.0,28.5
2012-01-31,Ho Chi Minh City,34.0,24.0,4.4,72.0,29.0
2012-02-01,Ho Chi Minh City,34.0,24.0,1.5,70.0,29.0
2012-02-02,Ho Chi Minh City,34.0,25.0,3.9,69.0,29.5
2012-02-03,Ho Chi Minh City,33.0,26.0,0.0,71.0,29.5
2012-02-04,Ho Chi Minh City,33.0,24.0,0.7,68.0,28.5
2012-02-05,Ho Chi Minh City,35.0,25.0,0.8,66.0,30.0
2012-02-06,Ho Chi Minh City,34.0,24.0,0.9,71.0,29.0
2012-02-07,Ho Chi Minh City,34.0,24.0,1.6,72.0,29.0
2012-02-08,Ho Chi Minh City,35.0,24.0,1.5,72.0,29.5
2012-02-09,Ho Chi Minh City,34.0,24.0,0.0,70.0,29.0
2012-02-10,Ho Chi Minh City,34.0,24.0,5.2,69.0,29.0
2012-02-11,Ho Chi Minh City,35.0,25.0,1.4,67.0,30.0
2012-02-12,Ho Chi Minh City,34.0,25.0,0.3,67.0,29.5
2012-02-13,Ho Chi Minh City,33.0,24.0,4.3,68.0,28.5
2012-02-14,Ho Chi Minh City,34.0,24.0,0.0,68.0,29.0
2012-02-15,Ho Chi Minh City,34.0,24.0,0.0,70.0,29.0
2012-02-16,Ho Chi Minh City,34.0,24.0,0.6,76.0,29.0
2012-02-17,Ho Chi Minh City,33.0,24.0,36.5,76.0,28.5
2012-02-18,Ho Chi Minh City,32.0,24.0,3.6,73.0,28.0
2012-02-19,Ho Chi Minh City,32.0,22.0,0.8,66.0,27.0
2012-02-20,Ho Chi Minh City,33.0,22.0,0.1,64.0,27.5
2012-02-21,Ho Chi Minh City,33.0,25.0,19.7,75.0,29.0
2012-02-22,Ho Chi Minh City,32.0,25.0,9.9,77.0,28.5
2012-02-23,Ho Chi Minh City,35.0,24.0,0.0,74.0,29.5
2012-02-24,Ho Chi Minh City,36.0,24.0,0.0,74.0,30.0
2012-02-25,Ho Chi Minh City,35.0,25.0,1.0,73.0,30.0
2012-02-26,Ho Chi Minh City,35.0,25.0,4.1,73.0,30.0
2012-02-27,Ho Chi Minh City,35.0,25.0,2.0,69.0,30.0
2012-02-28,Ho Chi Minh City,35.0,25.0,2.0,66.0,30.0
2012-02-29,Ho Chi Minh City,35.0,25.0,3.5,68.0,30.0
2012-03-01,Ho Chi Minh City,35.0,25.0,5.0,70.0,30.0
2012-03-02,Ho Chi Minh City,37.0,26.0,0.0,65.0,31.5
2012-03-03,Ho Chi Minh City,36.0,25.0,0.0,62.0,30.5
2012-03-04,Ho Chi Minh City,34.0,25.0,0.0,63.0,29.5
2012-03-05,Ho Chi Minh City,36.0,25.0,0.0,68.0,30.5
2012-03-06,Ho Chi Minh City,35.0,26.0,0.1,71.0,30.5
2012-03-07,Ho Chi Minh City,35.0,25.0,6.7,71.0,30.0
2012-03-08,Ho Chi Minh City,35.0,26.0,6.8,71.0,30.5
2012-03-09,Ho Chi Minh City,36.0,25.0,0.0,70.0,30.5
2012-03-10,Ho Chi Minh City,36.0,25.0,0.0,61.0,30.5
2012-03-11,Ho Chi Minh City,37.0,26.0,1.6,57.0,31.5
2012-03-12,Ho Chi Minh City,37.0,27.0,1.7,56.0,32.0
2012-03-13,Ho Chi Minh City,37.0,27.0,0.1,55.0,32.0
2012-03-14,Ho Chi Minh City,38.0,27.0,0.0,55.0,32.5
2012-03-15,Ho Chi Minh City,37.0,27.0,1.8,59.0,32.0
2012-03-16,Ho Chi Minh City,37.0,26.0,7.6,67.0,31.5
2012-03-17,Ho Chi Minh City,36.0,26.0,0.0,63.0,31.0
2012-03-18,Ho Chi Minh City,36.0,25.0,0.0,64.0,30.5
2012-03-19,Ho Chi Minh City,36.0,25.0,2.9,66.0,30.5
2012-03-20,Ho Chi Minh City,36.0,25.0,12.9,69.0,30.5
2012-03-21,Ho Chi Minh City,35.0,26.0,9.9,70.0,30.5
2012-03-22,Ho Chi Minh City,34.0,25.0,2.8,70.0,29.5
2012-03-23,Ho Chi Minh City,35.0,26.0,14.4,72.0,30.5
2012-03-24,Ho Chi Minh City,35.0,26.0,6.1,69.0,30.5
2012-03-25,Ho Chi Minh City,36.0,26.0,1.3,65.0,31.0
2012-03-26,Ho Chi Minh City,36.0,27.0,1.1,63.0,31.5
2012-03-27,Ho Chi Minh City,37.0,27.0,1.0,60.0,32.0
2012-03-28,Ho Chi Minh City,37.0,26.0,1.5,60.0,31.5
2012-03-29,Ho Chi Minh City,37.0,27.0,0.0,57.0,32.0
2012-03-30,Ho Chi Minh City,37.0,27.0,0.9,63.0,32.0
2012-03-31,Ho Chi Minh City,36.0,26.0,29.8,68.0,31.0
2012-04-01,Ho Chi Minh City,24.0,23.0,90.6,90.0,23.5
2012-04-02,Ho Chi Minh City,31.0,24.0,33.5,83.0,27.5
2012-04-03,Ho Chi Minh City,33.0,25.0,0.7,76.0,29.0
2012-04-04,Ho Chi Minh City,34.0,25.0,0.0,72.0,29.5
2012-04-05,Ho Chi Minh City,35.0,25.0,0.0,71.0,30.0
2012-04-06,Ho Chi Minh City,34.0,26.0,0.2,70.0,30.0
2012-04-07,Ho Chi Minh City,35.0,26.0,0.2,67.0,30.5
2012-04-08,Ho Chi Minh City,36.0,26.0,1.7,65.0,31.0
2012-04-09,Ho Chi Minh City,37.0,26.0,0.1,61.0,31.5
2012-04-10,Ho Chi Minh City,37.0,27.0,0.1,62.0,32.0
2012-04-11,Ho Chi Minh City,36.0,27.0,19.6,66.0,31.5
2012-04-12,Ho Chi Minh City,35.0,27.0,2.3,69.0,31.0
2012-04-13,Ho Chi Minh City,35.0,26.0,4.0,68.0,30.5
2012-04-14,Ho Chi Minh City,35.0,26.0,5.8,68.0,30.5
2012-04-15,Ho Chi Minh City,35.0,26.0,0.0,69.0,30.5
2012-04-16,Ho Chi Minh City,36.0,27.0,0.0,68.0,31.5
2012-04-17,Ho Chi Minh City,36.0,27.0,0.0,70.0,31.5
2012-04-18,Ho Chi Minh City,36.0,26.0,0.2,68.0,31.0
2012-04-19,Ho Chi Minh City,36.0,26.0,0.0,64.0,31.0
2012-04-20,Ho Chi Minh City,38.0,27.0,0.8,62.0,32.5
2012-04-21,Ho Chi Minh City,35.0,28.0,14.4,64.0,31.5
2012-04-22,Ho Chi Minh City,35.0,28.0,28.8,71.0,31.5
2012-04-23,Ho Chi Minh City,35.0,26.0,9.2,72.0,30.5
2012-04-24,Ho Chi Minh City,35.0,27.0,10.5,70.0,31.0
2012-04-25,Ho Chi Minh City,34.0,27.0,17.4,71.0,30.5
2012-04-26,Ho Chi Minh City,36.0,28.0,16.3,73.0,32.0
2012-04-27,Ho Chi Minh City,32.0,27.0,10.8,77.0,29.5
2012-04-28,Ho Chi Minh City,35.0,26.0,13.9,71.0,30.5
2012-04-29,Ho Chi Minh City,34.0,27.0,22.8,77.0,30.5
2012-04-30,Ho Chi Minh City,35.0,26.0,22.1,75.0,30.5
2012-05-01,Ho Chi Minh City,35.0,27.0,1.3,72.0,31.0
2012-05-02,Ho Chi Minh City,35.0,27.0,1.9,71.0,31.0
2012-05-03,Ho Chi Minh City,34.0,27.0,8.6,71.0,30.5
2012-05-04,Ho Chi Minh City,36.0,27.0,7.0,68.0,31.5
2012-05-05,Ho Chi Minh City,35.0,27.0,4.0,71.0,31.0
2012-05-06,Ho Chi Minh City,36.0,27.0,16.9,75.0,31.5
2012-05-07,Ho Chi Minh City,33.0,26.0,33.2,80.0,29.5
2012-05-08,Ho Chi Minh City,34.0,26.0,6.0,77.0,30.0
2012-05-09,Ho Chi Minh City,34.0,27.0,6.8,74.0,30.5
2012-05-10,Ho Chi Minh City,35.0,26.0,10.7,72.0,30.5
2012-05-11,Ho Chi Minh City,34.0,27.0,11.4,76.0,30.5
2012-05-12,Ho Chi Minh City,33.0,27.0,20.1,77.0,30.0
2012-05-13,Ho Chi Minh City,34.0,26.0,31.0,80.0,30.0
2012-05-14,Ho Chi Minh City,34.0,26.0,12.7,80.0,30.0
2012-05-15,Ho Chi Minh City,29.0,26.0,17.8,85.0,27.5
2012-05-16,Ho Chi Minh City,28.0,25.0,6.6,85.0,26.5
2012-05-17,Ho Chi Minh City,31.0,25.0,12.7,83.0,28.0
2012-05-18,Ho Chi Minh City,33.0,25.0,3.5,79.0,29.0
2012-05-19,Ho Chi Minh City,34.0,27.0,2.4,77.0,30.5
2012-05-20,Ho Chi Minh City,35.0,27.0,2.8,73.0,31.0
2012-05-21,Ho Chi Minh City,35.0,26.0,2.5,71.0,30.5
2012-05-22,Ho Chi Minh City,34.0,27.0,5.8,75.0,30.5
2012-05-23,Ho Chi Minh City,33.0,27.0,5.8,76.0,30.0
2012-05-24,Ho Chi Minh City,32.0,26.0,16.2,81.0,29.0
2012-05-25,Ho Chi Minh City,32.0,26.0,14.2,84.0,29.0
2012-05-26,Ho Chi Minh City,32.0,26.0,12.5,81.0,29.0
2012-05-27,Ho Chi Minh City,32.0,26.0,5.1,78.0,29.0
2012-05-28,Ho Chi Minh City,34.0,26.0,16.8,76.0,30.0
2012-05-29,Ho Chi Minh City,33.0,26.0,14.6,75.0,29.5
2012-05-30,Ho Chi Minh City,35.0,26.0,7.0,76.0,30.5
2012-05-31,Ho Chi Minh City,34.0,26.0,21.5,78.0,30.0
2012-06-01,Ho Chi Minh City,33.0,26.0,36.6,84.0,29.5
2012-06-02,Ho Chi Minh City,33.0,26.0,44.1,86.0,29.5
2012-06-03,Ho Chi Minh City,32.0,26.0,63.8,86.0,29.0
2012-06-04,Ho Chi Minh City,33.0,26.0,13.5,82.0,29.5
2012-06-05,Ho Chi Minh City,31.0,26.0,9.3,81.0,28.5
2012-06-06,Ho Chi Minh City,31.0,26.0,15.1,85.0,28.5
2012-06-07,Ho Chi Minh City,31.0,26.0,13.2,85.0,28.5
2012-06-08,Ho Chi Minh City,31.0,25.0,16.6,85.0,28.0
2012-06-09,Ho Chi Minh City,32.0,26.0,8.9,84.0,29.0
2012-06-10,Ho Chi Minh City,32.0,26.0,10.2,80.0,29.0
2012-06-11,Ho Chi Minh City,32.0,26.0,20.2,80.0,29.0
2012-06-12,Ho Chi Minh City,30.0,25.0,26.7,83.0,27.5
2012-06-13,Ho Chi Minh City,33.0,25.0,2.0,79.0,29.0
2012-06-14,Ho Chi Minh City,33.0,26.0,3.3,77.0,29.5
2012-06-15,Ho Chi Minh City,32.0,25.0,9.3,81.0,28.5
2012-06-16,Ho Chi Minh City,32.0,25.0,8.5,78.0,28.5
2012-06-17,Ho Chi Minh City,29.0,25.0,5.1,83.0,27.0
2012-06-18,Ho Chi Minh City,32.0,25.0,6.8,78.0,28.5
2012-06-19,Ho Chi Minh City,32.0,25.0,2.0,78.0,28.5
2012-06-20,Ho Chi Minh City,32.0,25.0,16.6,79.0,28.5
2012-06-21,Ho Chi Minh City,33.0,25.0,1.3,78.0,29.0
2012-06-22,Ho Chi Minh City,34.0,25.0,3.7,76.0,29.5
2012-06-23,Ho Chi Minh City,34.0,26.0,4.5,78.0,30.0
2012-06-24,Ho Chi Minh City,33.0,25.0,20.9,81.0,29.0
2012-06-25,Ho Chi Minh City,34.0,25.0,11.0,79.0,29.5
2012-06-26,Ho Chi Minh City,34.0,25.0,2.1,75.0,29.5
2012-06-27,Ho Chi Minh City,33.0,25.0,30.9,80.0,29.0
2012-06-28,Ho Chi Minh City,33.0,25.0,11.5,80.0,29.0
2012-06-29,Ho Chi Minh City,32.0,25.0,24.5,82.0,28.5
2012-06-30,Ho Chi Minh City,28.0,25.0,24.4,90.0,26.5
2012-07-01,Ho Chi Minh City,31.0,24.0,7.2,85.0,27.5
2012-07-02,Ho Chi Minh City,32.0,25.0,2.7,81.0,28.5
2012-07-03,Ho Chi Minh City,32.0,25.0,21.4,84.0,28.5
2012-07-04,Ho Chi Minh City,31.0,25.0,9.6,85.0,28.0
2012-07-05,Ho Chi Minh City,30.0,25.0,34.8,84.0,27.5
2012-07-06,Ho Chi Minh City,31.0,26.0,20.1,84.0,28.5
2012-07-07,Ho Chi Minh City,32.0,25.0,13.6,84.0,28.5
2012-07-08,Ho Chi Minh City,32.0,26.0,6.2,82.0,29.0
2012-07-09,Ho Chi Minh City,33.0,25.0,0.8,82.0,29.0
2012-07-10,Ho Chi Minh City,33.0,25.0,7.0,81.0,29.0
2012-07-11,Ho Chi Minh City,32.0,25.0,11.7,87.0,28.5
2012-07-12,Ho Chi Minh City,30.0,24.0,39.8,91.0,27.0
2012-07-13,Ho Chi Minh City,31.0,24.0,7.2,87.0,27.5
2012-07-14,Ho Chi Minh City,32.0,24.0,3.1,83.0,28.0
2012-07-15,Ho Chi Minh City,33.0,25.0,0.4,78.0,29.0
2012-07-16,Ho Chi Minh City,34.0,25.0,6.3,80.0,29.5
2012-07-17,Ho Chi Minh City,33.0,26.0,9.4,83.0,29.5
2012-07-18,Ho Chi Minh City,32.0,26.0,8.1,85.0,29.0
2012-07-19,Ho Chi Minh City,32.0,25.0,3.5,82.0,28.5
2012-07-20,Ho Chi Minh City,32.0,25.0,16.9,83.0,28.5
2012-07-21,Ho Chi Minh City,32.0,25.0,3.0,84.0,28.5
2012-07-22,Ho Chi Minh City,32.0,25.0,4.2,83.0,28.5
2012-07-23,Ho Chi Minh City,33.0,25.0,0.5,77.0,29.0
2012-07-24,Ho Chi Minh City,32.0,25.0,12.6,79.0,28.5
2012-07-25,Ho Chi Minh City,33.0,25.0,4.4,76.0,29.0
2012-07-26,Ho Chi Minh City,33.0,25.0,4.0,77.0,29.0
2012-07-27,Ho Chi Minh City,32.0,24.0,13.8,81.0,28.0
2012-07-28,Ho Chi Minh City,30.0,25.0,8.4,88.0,27.5
2012-07-29,Ho Chi Minh City,27.0,24.0,3.7,88.0,25.5
2012-07-30,Ho Chi Minh City,30.0,25.0,1.9,80.0,27.5
2012-07-31,Ho Chi Minh City,32.0,24.0,1.7,73.0,28.0
2012-08-01,Ho Chi Minh City,29.0,25.0,8.2,83.0,27.0
2012-08-02,Ho Chi Minh City,30.0,24.0,9.5,81.0,27.0
2012-08-03,Ho Chi Minh City,32.0,24.0,8.0,78.0,28.0
2012-08-04,Ho Chi Minh City,33.0,24.0,3.7,76.0,28.5
2012-08-05,Ho Chi Minh City,34.0,25.0,0.7,74.0,29.5
2012-08-06,Ho Chi Minh City,34.0,25.0,0.6,73.0,29.5
2012-08-07,Ho Chi Minh City,33.0,26.0,2.6,74.0,29.5
2012-08-08,Ho Chi Minh City,31.0,25.0,3.5,81.0,28.0
2012-08-09,Ho Chi Minh City,33.0,25.0,5.1,75.0,29.0
2012-08-10,Ho Chi Minh City,34.0,25.0,4.3,75.0,29.5
2012-08-11,Ho Chi Minh City,34.0,24.0,4.2,74.0,29.0
2012-08-12,Ho Chi Minh City,34.0,26.0,5.7,73.0,30.0
2012-08-13,Ho Chi Minh City,34.0,26.0,4.3,74.0,30.0
2012-08-14,Ho Chi Minh City,34.0,25.0,14.4,77.0,29.5
2012-08-15,Ho Chi Minh City,33.0,25.0,11.1,80.0,29.0
2012-08-16,Ho Chi Minh City,33.0,25.0,11.9,81.0,29.0
2012-08-17,Ho Chi Minh City,32.0,25.0,16.6,84.0,28.5
2012-08-18,Ho Chi Minh City,31.0,25.0,9.6,84.0,28.0
2012-08-19,Ho Chi Minh City,33.0,25.0,1.3,79.0,29.0
2012-08-20,Ho Chi Minh City,33.0,25.0,5.0,77.0,29.0
2012-08-21,Ho Chi Minh City,33.0,25.0,14.0,80.0,29.0
2012-08-22,Ho Chi Minh City,32.0,26.0,14.9,82.0,29.0
2012-08-23,Ho Chi Minh City,32.0,26.0,36.6,86.0,29.0
2012-08-24,Ho Chi Minh City,32.0,25.0,24.6,84.0,28.5
2012-08-25,Ho Chi Minh City,32.0,25.0,28.3,86.0,28.5
2012-08-26,Ho Chi Minh City,32.0,25.0,17.0,85.0,28.5
2012-08-27,Ho Chi Minh City,30.0,25.0,26.1,87.0,27.5
2012-08-28,Ho Chi Minh City,31.0,25.0,10.1,85.0,28.0
2012-08-29,Ho Chi Minh City,31.0,25.0,5.6,83.0,28.0
2012-08-30,Ho Chi Minh City,33.0,24.0,8.6,81.0,28.5
2012-08-31,Ho Chi Minh City,31.0,25.0,8.3,85.0,28.0
2012-09-01,Ho Chi Minh City,29.0,25.0,3.5,88.0,27.0
2012-09-02,Ho Chi Minh City,30.0,24.0,3.4,88.0,27.0
2012-09-03,Ho Chi Minh City,31.0,24.0,3.2,85.0,27.5
2012-09-04,Ho Chi Minh City,30.0,24.0,39.8,87.0,27.0
2012-09-05,Ho Chi Minh City,31.0,26.0,37.2,89.0,28.5
2012-09-06,Ho Chi Minh City,30.0,25.0,11.7,89.0,27.5
2012-09-07,Ho Chi Minh City,30.0,25.0,2.2,85.0,27.5
2012-09-08,Ho Chi Minh City,33.0,25.0,5.1,79.0,29.0
2012-09-09,Ho Chi Minh City,33.0,25.0,18.6,81.0,29.0
2012-09-10,Ho Chi Minh City,34.0,26.0,25.9,80.0,30.0
2012-09-11,Ho Chi Minh City,31.0,25.0,17.1,86.0,28.0
2012-09-12,Ho Chi Minh City,31.0,25.0,25.6,86.0,28.0
2012-09-13,Ho Chi Minh City,26.0,25.0,3.6,93.0,25.5
2012-09-14,Ho Chi Minh City,30.0,24.0,18.7,86.0,27.0
2012-09-15,Ho Chi Minh City,29.0,24.0,22.8,91.0,26.5
2012-09-16,Ho Chi Minh City,28.0,24.0,13.2,90.0,26.0
2012-09-17,Ho Chi Minh City,31.0,24.0,24.3,86.0,27.5
2012-09-18,Ho Chi Minh City,32.0,24.0,12.3,84.0,28.0
2012-09-19,Ho Chi Minh City,32.0,25.0,16.9,84.0,28.5
2012-09-20,Ho Chi Minh City,32.0,25.0,7.6,87.0,28.5
2012-09-21,Ho Chi Minh City,31.0,24.0,18.2,87.0,27.5
2012-09-22,Ho Chi Minh City,31.0,25.0,31.0,88.0,28.0
2012-09-23,Ho Chi Minh City,30.0,25.0,21.4,89.0,27.5
2012-09-24,Ho Chi Minh City,31.0,25.0,28.3,88.0,28.0
2012-09-25,Ho Chi Minh City,30.0,25.0,15.3,89.0,27.5
2012-09-26,Ho Chi Minh City,33.0,24.0,5.3,86.0,28.5
2012-09-27,Ho Chi Minh City,30.0,24.0,7.2,90.0,27.0
2012-09-28,Ho Chi Minh City,27.0,24.0,15.5,94.0,25.5
2012-09-29,Ho Chi Minh City,28.0,23.0,2.8,92.0,25.5
2012-09-30,Ho Chi Minh City,31.0,24.0,37.4,89.0,27.5
2012-10-01,Ho Chi Minh City,31.0,25.0,38.0,90.0,28.0
2012-10-02,Ho Chi Minh City,30.0,25.0,32.0,92.0,27.5
2012-10-03,Ho Chi Minh City,30.0,24.0,16.8,90.0,27.0
2012-10-04,Ho Chi Minh City,31.0,24.0,4.7,88.0,27.5
2012-10-05,Ho Chi Minh City,30.0,25.0,16.9,90.0,27.5
2012-10-06,Ho Chi Minh City,29.0,25.0,11.1,89.0,27.0
2012-10-07,Ho Chi Minh City,30.0,24.0,28.1,89.0,27.0
2012-10-08,Ho Chi Minh City,31.0,24.0,6.6,86.0,27.5
2012-10-09,Ho Chi Minh City,32.0,24.0,7.5,83.0,28.0
2012-10-10,Ho Chi Minh City,33.0,25.0,8.2,82.0,29.0
2012-10-11,Ho Chi Minh City,33.0,24.0,3.2,82.0,28.5
2012-10-12,Ho Chi Minh City,33.0,24.0,2.5,82.0,28.5
2012-10-13,Ho Chi Minh City,33.0,24.0,4.2,81.0,28.5
2012-10-14,Ho Chi Minh City,33.0,24.0,2.1,83.0,28.5
2012-10-15,Ho Chi Minh City,33.0,24.0,1.7,81.0,28.5
2012-10-16,Ho Chi Minh City,33.0,25.0,7.3,83.0,29.0
2012-10-17,Ho Chi Minh City,34.0,25.0,3.9,81.0,29.5
2012-10-18,Ho Chi Minh City,34.0,24.0,0.7,78.0,29.0
2012-10-19,Ho Chi Minh City,33.0,25.0,0.4,78.0,29.0
2012-10-20,Ho Chi Minh City,34.0,24.0,0.8,78.0,29.0
2012-10-21,Ho Chi Minh City,34.0,25.0,4.2,77.0,29.5
2012-10-22,Ho Chi Minh City,32.0,25.0,4.2,84.0,28.5
2012-10-23,Ho Chi Minh City,32.0,25.0,12.8,84.0,28.5
2012-10-24,Ho Chi Minh City,33.0,24.0,2.0,82.0,28.5
2012-10-25,Ho Chi Minh City,33.0,25.0,2.7,80.0,29.0
2012-10-26,Ho Chi Minh City,36.0,24.0,0.0,77.0,30.0
2012-10-27,Ho Chi Minh City,33.0,24.0,2.2,81.0,28.5
2012-10-28,Ho Chi Minh City,32.0,24.0,1.2,82.0,28.0
2012-10-29,Ho Chi Minh City,34.0,24.0,8.9,82.0,29.0
2012-10-30,Ho Chi Minh City,33.0,25.0,11.3,81.0,29.0
2012-10-31,Ho Chi Minh City,33.0,25.0,6.0,81.0,29.0
2012-11-01,Ho Chi Minh City,33.0,25.0,3.7,82.0,29.0
2012-11-02,Ho Chi Minh City,33.0,24.0,22.2,85.0,28.5
2012-11-03,Ho Chi Minh City,33.0,25.0,4.1,82.0,29.0
2012-11-04,Ho Chi Minh City,33.0,25.0,13.2,83.0,29.0
2012-11-05,Ho Chi Minh City,33.0,25.0,16.5,84.0,29.0
2012-11-06,Ho Chi Minh City,32.0,24.0,1.5,85.0,28.0
2012-11-07,Ho Chi Minh City,34.0,25.0,1.4,80.0,29.5
2012-11-08,Ho Chi Minh City,34.0,25.0,0.3,78.0,29.5
2012-11-09,Ho Chi Minh City,34.0,25.0,2.6,79.0,29.5
2012-11-10,Ho Chi Minh City,34.0,24.0,3.5,79.0,29.0
2012-11-11,Ho Chi Minh City,32.0,26.0,13.5,80.0,29.0
2012-11-12,Ho Chi Minh City,33.0,25.0,1.3,79.0,29.0
2012-11-13,Ho Chi Minh City,33.0,24.0,1.0,80.0,28.5
2012-11-14,Ho Chi Minh City,29.0,23.0,9.8,87.0,26.0
2012-11-15,Ho Chi Minh City,26.0,23.0,7.8,94.0,24.5
2012-11-16,Ho Chi Minh City,30.0,24.0,4.2,90.0,27.0
2012-11-17,Ho Chi Minh City,32.0,24.0,2.9,86.0,28.0
2012-11-18,Ho Chi Minh City,32.0,24.0,5.7,83.0,28.0
2012-11-19,Ho Chi Minh City,33.0,24.0,0.4,81.0,28.5
2012-11-20,Ho Chi Minh City,32.0,25.0,1.5,80.0,28.5
2012-11-21,Ho Chi Minh City,33.0,25.0,15.6,81.0,29.0
2012-11-22,Ho Chi Minh City,33.0,25.0,12.9,81.0,29.0
2012-11-23,Ho Chi Minh City,33.0,25.0,4.5,79.0,29.0
2012-11-24,Ho Chi Minh City,33.0,25.0,0.7,77.0,29.0
2012-11-25,Ho Chi Minh City,33.0,24.0,0.1,76.0,28.5
2012-11-26,Ho Chi Minh City,33.0,24.0,1.0,76.0,28.5
2012-11-27,Ho Chi Minh City,33.0,25.0,4.1,78.0,29.0
2012-11-28,Ho Chi Minh City,34.0,24.0,0.0,75.0,29.0
2012-11-29,Ho Chi Minh City,33.0,24.0,0.0,74.0,28.5
2012-11-30,Ho Chi Minh City,33.0,24.0,0.0,74.0,28.5
2012-12-01,Ho Chi Minh City,35.0,24.0,0.0,75.0,29.5
2012-12-02,Ho Chi Minh City,33.0,24.0,0.5,74.0,28.5
2012-12-03,Ho Chi Minh City,33.0,25.0,0.0,74.0,29.0
2012-12-04,Ho Chi Minh City,33.0,25.0,5.3,76.0,29.0
2012-12-05,Ho Chi Minh City,36.0,24.0,0.0,74.0,30.0
2012-12-06,Ho Chi Minh City,33.0,24.0,0.0,76.0,28.5
2012-12-07,Ho Chi Minh City,33.0,25.0,12.5,79.0,29.0
2012-12-08,Ho Chi Minh City,33.0,24.0,2.2,80.0,28.5
2012-12-09,Ho Chi Minh City,33.0,24.0,0.3,78.0,28.5
2012-12-10,Ho Chi Minh City,33.0,24.0,0.4,76.0,28.5
2012-12-11,Ho Chi Minh City,34.0,24.0,0.2,78.0,29.0
2012-12-12,Ho Chi Minh City,33.0,24.0,2.7,78.0,28.5
2012-12-13,Ho Chi Minh City,33.0,25.0,10.0,77.0,29.0
2012-12-14,Ho Chi Minh City,34.0,25.0,5.3,75.0,29.5
2012-12-15,Ho Chi Minh City,33.0,26.0,0.2,74.0,29.5
2012-12-16,Ho Chi Minh City,34.0,25.0,0.2,73.0,29.5
2012-12-17,Ho Chi Minh City,37.0,25.0,0.0,71.0,31.0
2012-12-18,Ho Chi Minh City,34.0,24.0,0.2,71.0,29.0
2012-12-19,Ho Chi Minh City,35.0,25.0,0.2,68.0,30.0
2012-12-20,Ho Chi Minh City,34.0,25.0,0.0,68.0,29.5
2012-12-21,Ho Chi Minh City,34.0,26.0,5.5,70.0,30.0
2012-12-22,Ho Chi Minh City,35.0,25.0,1.1,69.0,30.0
2012-12-23,Ho Chi Minh City,29.0,24.0,1.9,75.0,26.5
2012-12-24,Ho Chi Minh City,31.0,23.0,0.0,67.0,27.0
2012-12-25,Ho Chi Minh City,31.0,22.0,0.0,67.0,26.5
2012-12-26,Ho Chi Minh City,33.0,24.0,0.0,69.0,28.5
2012-12-27,Ho Chi Minh City,35.0,25.0,0.0,70.0,30.0
2012-12-28,Ho Chi Minh City,35.0,25.0,0.0,71.0,30.0
2012-12-29,Ho Chi Minh City,34.0,26.0,1.1,71.0,30.0
2012-12-30,Ho Chi Minh City,35.0,26.0,4.5,73.0,30.5
2012-12-31,Ho Chi Minh City,33.0,25.0,0.0,70.0,29.0
2013-01-01,Ho Chi Minh City,33.0,24.0,0.0,69.0,28.5
2013-01-02,Ho Chi Minh City,34.0,24.0,0.3,68.0,29.0
2013-01-03,Ho Chi Minh City,34.0,25.0,5.2,68.0,29.5
2013-01-04,Ho Chi Minh City,32.0,25.0,0.5,70.0,28.5
2013-01-05,Ho Chi Minh City,29.0,22.0,0.0,72.0,25.5
2013-01-06,Ho Chi Minh City,26.0,22.0,8.8,84.0,24.0
2013-01-07,Ho Chi Minh City,27.0,23.0,17.0,91.0,25.0
2013-01-08,Ho Chi Minh City,31.0,23.0,1.7,82.0,27.0
2013-01-09,Ho Chi Minh City,33.0,24.0,4.3,78.0,28.5
2013-01-10,Ho Chi Minh City,32.0,24.0,8.1,81.0,28.0
2013-01-11,Ho Chi Minh City,33.0,24.0,2.8,75.0,28.5
2013-01-12,Ho Chi Minh City,33.0,24.0,0.0,71.0,28.5
2013-01-13,Ho Chi Minh City,33.0,23.0,0.1,73.0,28.0
2013-01-14,Ho Chi Minh City,32.0,23.0,0.9,74.0,27.5
2013-01-15,Ho Chi Minh City,33.0,23.0,0.1,72.0,28.0
2013-01-16,Ho Chi Minh City,33.0,23.0,0.0,67.0,28.0
2013-01-17,Ho Chi Minh City,32.0,22.0,0.0,65.0,27.0
2013-01-18,Ho Chi Minh City,32.0,22.0,0.0,63.0,27.0
2013-01-19,Ho Chi Minh City,33.0,22.0,0.0,64.0,27.5
2013-01-20,Ho Chi Minh City,34.0,23.0,0.0,65.0,28.5
2013-01-21,Ho Chi Minh City,35.0,25.0,0.0,64.0,30.0
2013-01-22,Ho Chi Minh City,34.0,24.0,8.0,68.0,29.0
